LocationDesc,Current Smoking %,Gender,Race,Age,Education
Alabama,27.4,Male,All Races,All Ages,All Grades
Alabama,62.5,Female,All Races,All Ages,All Grades
Alabama,18.2,Female,All Races,All Ages,All Grades
Alabama,21.5,Overall,All Races,All Ages,All Grades
Alabama,25.1,Male,All Races,All Ages,All Grades
Alabama,19.3,Female,All Races,All Ages,All Grades
Alabama,23.4,Overall,All Races,All Ages,All Grades
Alabama,27.9,Male,All Races,All Ages,All Grades
Alabama,47.1,Male,All Races,All Ages,All Grades
Alabama,55.1,Overall,All Races,All Ages,All Grades
Alaska,43.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Alaska,11.7,Overall,All Races,65 Years and Older,All Grades
Alaska,15.4,Overall,All Races,Age 25 and Older,> 12th Grade
Alaska,15.6,Overall,All Races,Age 20 and Older,> 12th Grade
Alaska,16.5,Overall,Asian/Pacific Islander,All Ages,All Grades
Alaska,17.7,Overall,White,All Ages,All Grades
Alaska,20.9,Overall,All Races,18 to 24 Years,All Grades
Alaska,22.2,Female,All Races,All Ages,All Grades
Alaska,22.6,Overall,All Races,All Ages,All Grades
Alaska,22.9,Male,All Races,All Ages,All Grades
Alaska,23.1,Female,All Races,18 to 44 Years,All Grades
Alaska,23.9,Overall,All Races,45 to 64 Years,All Grades
Alaska,24.3,Overall,Hispanic,All Ages,All Grades
Alaska,25.6,Overall,All Races,25 to 44 Years,All Grades
Alaska,31.7,Overall,All Races,Age 20 and Older,12th Grade
Alaska,31.9,Overall,African American,All Ages,All Grades
Alaska,32.1,Overall,All Races,Age 25 and Older,12th Grade
Alaska,49.7,Overall,All Races,Age 25 and Older,< 12th Grade
Alaska,50,Overall,All Races,Age 20 and Older,< 12th Grade
Alaska,54.2,Overall,All Races,All Ages,All Grades
Alaska,52.4,Female,All Races,All Ages,All Grades
Alaska,55.7,Male,All Races,All Ages,All Grades
Alaska,49.2,Female,All Races,All Ages,All Grades
Alaska,50.1,Overall,All Races,All Ages,All Grades
Alaska,50.9,Male,All Races,All Ages,All Grades
Alaska,68.1,Male,All Races,All Ages,All Grades
Alaska,69.3,Overall,All Races,All Ages,All Grades
Alaska,70.5,Female,All Races,All Ages,All Grades
Alaska,29.5,Female,All Races,All Ages,All Grades
Alaska,30.7,Overall,All Races,All Ages,All Grades
Alaska,31.9,Male,All Races,All Ages,All Grades
Alaska,53.4,Female,All Races,All Ages,All Grades
Alaska,22.2,Female,All Races,All Ages,All Grades
Alaska,22.6,Overall,All Races,All Ages,All Grades
Alaska,22.9,Male,All Races,All Ages,All Grades
Alaska,24.4,Female,All Races,All Ages,All Grades
Alaska,26.7,Overall,All Races,All Ages,All Grades
Alaska,28.9,Male,All Races,All Ages,All Grades
Alaska,48.2,Male,All Races,All Ages,All Grades
Alaska,50.7,Overall,All Races,All Ages,All Grades
Arizona,23.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Arizona,,Overall,Asian/Pacific Islander,All Ages,All Grades
Arizona,11.7,Female,All Races,18 to 44 Years,All Grades
Arizona,12.4,Overall,All Races,Age 25 and Older,> 12th Grade
Arizona,12.8,Overall,All Races,Age 20 and Older,> 12th Grade
Arizona,13.5,Female,All Races,All Ages,All Grades
Arizona,15.2,Overall,All Races,25 to 44 Years,All Grades
Arizona,15.2,Overall,African American,All Ages,All Grades
Arizona,15.6,Overall,White,All Ages,All Grades
Arizona,16.3,Overall,All Races,All Ages,All Grades
Arizona,16.9,Overall,Hispanic,All Ages,All Grades
Arizona,18.7,Overall,All Races,Age 25 and Older,12th Grade
Arizona,18.8,Overall,All Races,18 to 24 Years,All Grades
Arizona,19.3,Male,All Races,All Ages,All Grades
Arizona,19.6,Overall,All Races,Age 20 and Older,12th Grade
Arizona,21.7,Overall,All Races,45 to 64 Years,All Grades
Arizona,25.5,Overall,All Races,Age 25 and Older,< 12th Grade
Arizona,26.2,Overall,All Races,Age 20 and Older,< 12th Grade
Arizona,7.9,Overall,All Races,65 Years and Older,All Grades
Arizona,60.7,Male,All Races,All Ages,All Grades
Arizona,61.5,Overall,All Races,All Ages,All Grades
Arizona,62.5,Female,All Races,All Ages,All Grades
Arizona,50.7,Male,All Races,All Ages,All Grades
Arizona,50.8,Overall,All Races,All Ages,All Grades
Arizona,50.9,Female,All Races,All Ages,All Grades
Arizona,32.4,Overall,All Races,All Ages,All Grades
Arizona,65.3,Male,All Races,All Ages,All Grades
Arizona,67.6,Overall,All Races,All Ages,All Grades
Arizona,70.9,Female,All Races,All Ages,All Grades
Arizona,29.1,Female,All Races,All Ages,All Grades
Arizona,34.7,Male,All Races,All Ages,All Grades
Arizona,29.7,Male,All Races,All Ages,All Grades
Arizona,13.5,Female,All Races,All Ages,All Grades
Arizona,16.3,Overall,All Races,All Ages,All Grades
Arizona,19.3,Male,All Races,All Ages,All Grades
Arizona,22.5,Female,All Races,All Ages,All Grades
Arizona,26,Overall,All Races,All Ages,All Grades
Arizona,51,Male,All Races,All Ages,All Grades
Arizona,57.6,Overall,All Races,All Ages,All Grades
Arizona,64,Female,All Races,All Ages,All Grades
Arkansas,,Overall,Asian/Pacific Islander,All Ages,All Grades
Arkansas,11.1,Overall,All Races,65 Years and Older,All Grades
Arkansas,17.7,Overall,All Races,Age 20 and Older,> 12th Grade
Arkansas,17.7,Overall,Hispanic,All Ages,All Grades
Arkansas,18,Overall,All Races,Age 25 and Older,> 12th Grade
Arkansas,23,Overall,African American,All Ages,All Grades
Arkansas,26.9,Overall,White,All Ages,All Grades
Arkansas,23.9,Overall,All Races,18 to 24 Years,All Grades
Arkansas,25.2,Female,All Races,All Ages,All Grades
Arkansas,25.9,Overall,All Races,All Ages,All Grades
Arkansas,26,Overall,American Indian/Alaska Native,All Ages,All Grades
Arkansas,26.7,Male,All Races,All Ages,All Grades
Arkansas,28.3,Overall,All Races,45 to 64 Years,All Grades
Arkansas,29.2,Female,All Races,18 to 44 Years,All Grades
Arkansas,30.2,Overall,All Races,Age 25 and Older,12th Grade
Arkansas,30.5,Overall,All Races,Age 20 and Older,12th Grade
Arkansas,33.4,Overall,All Races,25 to 44 Years,All Grades
Arkansas,41.6,Overall,All Races,Age 25 and Older,< 12th Grade
Arkansas,42.1,Overall,All Races,Age 20 and Older,< 12th Grade
Arkansas,49.1,Overall,All Races,All Ages,All Grades
Arkansas,42.3,Female,All Races,All Ages,All Grades
Arkansas,54.5,Male,All Races,All Ages,All Grades
Arkansas,49.5,Male,All Races,All Ages,All Grades
Arkansas,50.8,Overall,All Races,All Ages,All Grades
Arkansas,52,Female,All Races,All Ages,All Grades
Arkansas,74.8,Female,All Races,All Ages,All Grades
Arkansas,75,Overall,All Races,All Ages,All Grades
Arkansas,75.2,Male,All Races,All Ages,All Grades
Arkansas,24.8,Male,All Races,All Ages,All Grades
Arkansas,25,Overall,All Races,All Ages,All Grades
Arkansas,25.2,Female,All Races,All Ages,All Grades
Arkansas,56.2,Female,All Races,All Ages,All Grades
Arkansas,41.4,Male,All Races,All Ages,All Grades
Arkansas,25.2,Female,All Races,All Ages,All Grades
Arkansas,25.9,Overall,All Races,All Ages,All Grades
Arkansas,26.7,Male,All Races,All Ages,All Grades
Arkansas,18.5,Female,All Races,All Ages,All Grades
Arkansas,25,Overall,All Races,All Ages,All Grades
Arkansas,31.9,Male,All Races,All Ages,All Grades
Arkansas,49.1,Overall,All Races,All Ages,All Grades
California,8,Female,All Races,18 to 44 Years,All Grades
California,9.5,Overall,Asian/Pacific Islander,All Ages,All Grades
California,9.1,Female,All Races,All Ages,All Grades
California,7.2,Overall,All Races,65 Years and Older,All Grades
California,24,Overall,American Indian/Alaska Native,All Ages,All Grades
California,16.1,Male,All Races,All Ages,All Grades
California,15.7,Overall,All Races,Age 25 and Older,12th Grade
California,15.6,Overall,All Races,Age 20 and Older,12th Grade
California,15.2,Overall,African American,All Ages,All Grades
California,15,Overall,All Races,Age 20 and Older,< 12th Grade
California,14.7,Overall,All Races,Age 25 and Older,< 12th Grade
California,14.5,Overall,White,All Ages,All Grades
California,14.2,Overall,All Races,45 to 64 Years,All Grades
California,13.3,Overall,All Races,18 to 24 Years,All Grades
California,13.2,Overall,All Races,25 to 44 Years,All Grades
California,12.5,Overall,All Races,All Ages,All Grades
California,10.7,Overall,All Races,Age 20 and Older,> 12th Grade
California,10.5,Overall,All Races,Age 25 and Older,> 12th Grade
California,10.3,Overall,Hispanic,All Ages,All Grades
California,62.4,Male,All Races,All Ages,All Grades
California,67.6,Female,All Races,All Ages,All Grades
California,64.5,Overall,All Races,All Ages,All Grades
California,56.1,Male,All Races,All Ages,All Grades
California,54.4,Overall,All Races,All Ages,All Grades
California,51.6,Female,All Races,All Ages,All Grades
California,38.1,Male,All Races,All Ages,All Grades
California,36.6,Overall,All Races,All Ages,All Grades
California,33.9,Female,All Races,All Ages,All Grades
California,66.1,Female,All Races,All Ages,All Grades
California,63.4,Overall,All Races,All Ages,All Grades
California,61.9,Male,All Races,All Ages,All Grades
California,72,Female,All Races,All Ages,All Grades
California,64.7,Overall,All Races,All Ages,All Grades
California,57.1,Male,All Races,All Ages,All Grades
California,26.8,Male,All Races,All Ages,All Grades
California,22.8,Overall,All Races,All Ages,All Grades
California,9.1,Female,All Races,All Ages,All Grades
California,16.1,Male,All Races,All Ages,All Grades
California,12.5,Overall,All Races,All Ages,All Grades
California,19,Female,All Races,All Ages,All Grades
Colorado,16.4,Female,All Races,All Ages,All Grades
Colorado,13.3,Overall,All Races,Age 20 and Older,> 12th Grade
Colorado,9.5,Overall,Asian/Pacific Islander,All Ages,All Grades
Colorado,9.1,Overall,All Races,65 Years and Older,All Grades
Colorado,38.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Colorado,31.5,Overall,All Races,Age 20 and Older,< 12th Grade
Colorado,29.8,Overall,All Races,Age 25 and Older,< 12th Grade
Colorado,26.8,Overall,African American,All Ages,All Grades
Colorado,25.2,Overall,All Races,Age 20 and Older,12th Grade
Colorado,23.6,Overall,All Races,Age 25 and Older,12th Grade
Colorado,22.1,Overall,All Races,18 to 24 Years,All Grades
Colorado,20.3,Overall,All Races,25 to 44 Years,All Grades
Colorado,19.7,Female,All Races,18 to 44 Years,All Grades
Colorado,19,Male,All Races,All Ages,All Grades
Colorado,18.7,Overall,Hispanic,All Ages,All Grades
Colorado,17.7,Overall,All Races,All Ages,All Grades
Colorado,13,Overall,All Races,Age 25 and Older,> 12th Grade
Colorado,17.2,Overall,All Races,45 to 64 Years,All Grades
Colorado,16.7,Overall,White,All Ages,All Grades
Colorado,60.7,Male,All Races,All Ages,All Grades
Colorado,58.6,Female,All Races,All Ages,All Grades
Colorado,59.7,Overall,All Races,All Ages,All Grades
Colorado,46,Male,All Races,All Ages,All Grades
Colorado,50.8,Female,All Races,All Ages,All Grades
Colorado,48.2,Overall,All Races,All Ages,All Grades
Colorado,32.5,Female,All Races,All Ages,All Grades
Colorado,32.4,Male,All Races,All Ages,All Grades
Colorado,32.4,Overall,All Races,All Ages,All Grades
Colorado,67.6,Male,All Races,All Ages,All Grades
Colorado,67.6,Overall,All Races,All Ages,All Grades
Colorado,67.5,Female,All Races,All Ages,All Grades
Colorado,60.4,Female,All Races,All Ages,All Grades
Colorado,56.1,Overall,All Races,All Ages,All Grades
Colorado,51.8,Male,All Races,All Ages,All Grades
Colorado,26.2,Overall,All Races,All Ages,All Grades
Colorado,23.2,Female,All Races,All Ages,All Grades
Colorado,19,Male,All Races,All Ages,All Grades
Colorado,17.7,Overall,All Races,All Ages,All Grades
Colorado,16.4,Female,All Races,All Ages,All Grades
Colorado,29.2,Male,All Races,All Ages,All Grades
Connecticut,11.2,Overall,All Races,Age 20 and Older,> 12th Grade
Connecticut,4.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Connecticut,7.4,Overall,All Races,65 Years and Older,All Grades
Connecticut,14.3,Overall,White,All Ages,All Grades
Connecticut,26.2,Overall,All Races,Age 20 and Older,< 12th Grade
Connecticut,24.5,Overall,All Races,Age 25 and Older,< 12th Grade
Connecticut,22.9,Overall,All Races,Age 25 and Older,12th Grade
Connecticut,22.1,Overall,All Races,Age 20 and Older,12th Grade
Connecticut,20.6,Overall,All Races,25 to 44 Years,All Grades
Connecticut,20.5,Overall,Hispanic,All Ages,All Grades
Connecticut,19.9,Overall,African American,All Ages,All Grades
Connecticut,16.8,Male,All Races,All Ages,All Grades
Connecticut,16.8,Overall,All Races,45 to 64 Years,All Grades
Connecticut,15.7,Female,All Races,18 to 44 Years,All Grades
Connecticut,15.5,Overall,All Races,All Ages,All Grades
Connecticut,14.3,Female,All Races,All Ages,All Grades
Connecticut,12.2,Overall,All Races,18 to 24 Years,All Grades
Connecticut,11.3,Overall,All Races,Age 25 and Older,> 12th Grade
Connecticut,,Overall,American Indian/Alaska Native,All Ages,All Grades
Connecticut,65,Female,All Races,All Ages,All Grades
Connecticut,64.1,Male,All Races,All Ages,All Grades
Connecticut,64.5,Overall,All Races,All Ages,All Grades
Connecticut,60.4,Female,All Races,All Ages,All Grades
Connecticut,58.9,Overall,All Races,All Ages,All Grades
Connecticut,57.5,Male,All Races,All Ages,All Grades
Connecticut,36.7,Male,All Races,All Ages,All Grades
Connecticut,35,Overall,All Races,All Ages,All Grades
Connecticut,33.1,Female,All Races,All Ages,All Grades
Connecticut,66.9,Female,All Races,All Ages,All Grades
Connecticut,65,Overall,All Races,All Ages,All Grades
Connecticut,63.3,Male,All Races,All Ages,All Grades
Connecticut,56.3,Overall,All Races,All Ages,All Grades
Connecticut,53.3,Male,All Races,All Ages,All Grades
Connecticut,29.9,Male,All Races,All Ages,All Grades
Connecticut,28.2,Overall,All Races,All Ages,All Grades
Connecticut,26.6,Female,All Races,All Ages,All Grades
Connecticut,16.8,Male,All Races,All Ages,All Grades
Connecticut,15.5,Overall,All Races,All Ages,All Grades
Connecticut,14.3,Female,All Races,All Ages,All Grades
Connecticut,59.1,Female,All Races,All Ages,All Grades
Delaware,30.8,Overall,All Races,Age 25 and Older,< 12th Grade
Delaware,5.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Delaware,,Overall,American Indian/Alaska Native,All Ages,All Grades
Delaware,13.3,Overall,All Races,Age 20 and Older,> 12th Grade
Delaware,13.7,Overall,All Races,Age 25 and Older,> 12th Grade
Delaware,17.3,Female,All Races,All Ages,All Grades
Delaware,19,Overall,White,All Ages,All Grades
Delaware,19.6,Overall,All Races,All Ages,All Grades
Delaware,19.6,Female,All Races,18 to 44 Years,All Grades
Delaware,20.1,Overall,All Races,18 to 24 Years,All Grades
Delaware,21.4,Overall,All Races,45 to 64 Years,All Grades
Delaware,22,Male,All Races,All Ages,All Grades
Delaware,23,Overall,African American,All Ages,All Grades
Delaware,24.4,Overall,All Races,25 to 44 Years,All Grades
Delaware,25.8,Overall,All Races,Age 25 and Older,12th Grade
Delaware,26.4,Overall,All Races,Age 20 and Older,12th Grade
Delaware,31.6,Overall,All Races,Age 20 and Older,< 12th Grade
Delaware,8.4,Overall,All Races,65 Years and Older,All Grades
Delaware,22.3,Overall,Hispanic,All Ages,All Grades
Delaware,55.8,Male,All Races,All Ages,All Grades
Delaware,56.5,Overall,All Races,All Ages,All Grades
Delaware,57.4,Female,All Races,All Ages,All Grades
Delaware,44.4,Male,All Races,All Ages,All Grades
Delaware,47.4,Overall,All Races,All Ages,All Grades
Delaware,50.9,Female,All Races,All Ages,All Grades
Delaware,68.1,Female,All Races,All Ages,All Grades
Delaware,68.7,Overall,All Races,All Ages,All Grades
Delaware,69.3,Male,All Races,All Ages,All Grades
Delaware,30.7,Male,All Races,All Ages,All Grades
Delaware,31.3,Overall,All Races,All Ages,All Grades
Delaware,31.9,Female,All Races,All Ages,All Grades
Delaware,50.3,Male,All Races,All Ages,All Grades
Delaware,55,Overall,All Races,All Ages,All Grades
Delaware,59.3,Female,All Races,All Ages,All Grades
Delaware,17.3,Female,All Races,All Ages,All Grades
Delaware,19.6,Overall,All Races,All Ages,All Grades
Delaware,22,Male,All Races,All Ages,All Grades
Delaware,23.3,Female,All Races,All Ages,All Grades
Delaware,25.4,Overall,All Races,All Ages,All Grades
Delaware,27.7,Male,All Races,All Ages,All Grades
District of Columbia,23.4,Male,All Races,All Ages,All Grades
District of Columbia,9.9,Overall,White,All Ages,All Grades
District of Columbia,8,Overall,All Races,65 Years and Older,All Grades
District of Columbia,40.3,Overall,All Races,Age 25 and Older,< 12th Grade
District of Columbia,4.8,Overall,Asian/Pacific Islander,All Ages,All Grades
District of Columbia,39.6,Overall,All Races,Age 20 and Older,< 12th Grade
District of Columbia,30.6,Overall,All Races,Age 25 and Older,12th Grade
District of Columbia,28.4,Overall,African American,All Ages,All Grades
District of Columbia,28.2,Overall,All Races,Age 20 and Older,12th Grade
District of Columbia,25.2,Overall,All Races,45 to 64 Years,All Grades
District of Columbia,18.8,Overall,All Races,All Ages,All Grades
District of Columbia,18.7,Overall,All Races,25 to 44 Years,All Grades
District of Columbia,17.6,Overall,All Races,18 to 24 Years,All Grades
District of Columbia,14.7,Female,All Races,All Ages,All Grades
District of Columbia,14.2,Overall,Hispanic,All Ages,All Grades
District of Columbia,13.4,Female,All Races,18 to 44 Years,All Grades
District of Columbia,13.1,Overall,All Races,Age 20 and Older,> 12th Grade
District of Columbia,12.1,Overall,All Races,Age 25 and Older,> 12th Grade
District of Columbia,,Overall,American Indian/Alaska Native,All Ages,All Grades
District of Columbia,56.8,Female,All Races,All Ages,All Grades
District of Columbia,50.4,Male,All Races,All Ages,All Grades
District of Columbia,53.2,Overall,All Races,All Ages,All Grades
District of Columbia,61.8,Overall,All Races,All Ages,All Grades
District of Columbia,55.6,Female,All Races,All Ages,All Grades
District of Columbia,65.7,Male,All Races,All Ages,All Grades
District of Columbia,45.8,Female,All Races,All Ages,All Grades
District of Columbia,42.8,Overall,All Races,All Ages,All Grades
District of Columbia,40.7,Male,All Races,All Ages,All Grades
District of Columbia,59.3,Male,All Races,All Ages,All Grades
District of Columbia,57.2,Overall,All Races,All Ages,All Grades
District of Columbia,54.2,Female,All Races,All Ages,All Grades
District of Columbia,59.8,Overall,All Races,All Ages,All Grades
District of Columbia,52.8,Male,All Races,All Ages,All Grades
District of Columbia,23.8,Male,All Races,All Ages,All Grades
District of Columbia,21.4,Overall,All Races,All Ages,All Grades
District of Columbia,19.3,Female,All Races,All Ages,All Grades
District of Columbia,23.4,Male,All Races,All Ages,All Grades
District of Columbia,18.8,Overall,All Races,All Ages,All Grades
District of Columbia,14.7,Female,All Races,All Ages,All Grades
District of Columbia,66,Female,All Races,All Ages,All Grades
Florida,7.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Florida,13,Overall,All Races,Age 25 and Older,> 12th Grade
Florida,13.2,Overall,All Races,Age 20 and Older,> 12th Grade
Florida,13.9,Overall,Hispanic,All Ages,All Grades
Florida,14.4,Female,All Races,All Ages,All Grades
Florida,14.4,Overall,African American,All Ages,All Grades
Florida,15,Female,All Races,18 to 44 Years,All Grades
Florida,16.2,Overall,All Races,18 to 24 Years,All Grades
Florida,16.8,Overall,All Races,All Ages,All Grades
Florida,18.6,Overall,White,All Ages,All Grades
Florida,19.5,Male,All Races,All Ages,All Grades
Florida,19.7,Overall,All Races,45 to 64 Years,All Grades
Florida,20.2,Overall,All Races,25 to 44 Years,All Grades
Florida,20.5,Overall,All Races,Age 25 and Older,12th Grade
Florida,20.7,Overall,All Races,Age 20 and Older,12th Grade
Florida,25.1,Overall,All Races,Age 25 and Older,< 12th Grade
Florida,25.7,Overall,All Races,Age 20 and Older,< 12th Grade
Florida,32.6,Overall,American Indian/Alaska Native,All Ages,All Grades
Florida,8.7,Overall,All Races,65 Years and Older,All Grades
Florida,61.8,Male,All Races,All Ages,All Grades
Florida,62.6,Overall,All Races,All Ages,All Grades
Florida,63.4,Female,All Races,All Ages,All Grades
Florida,51.5,Male,All Races,All Ages,All Grades
Florida,52.5,Overall,All Races,All Ages,All Grades
Florida,53.7,Female,All Races,All Ages,All Grades
Florida,68.3,Female,All Races,All Ages,All Grades
Florida,68.7,Overall,All Races,All Ages,All Grades
Florida,69,Male,All Races,All Ages,All Grades
Florida,31,Male,All Races,All Ages,All Grades
Florida,31.3,Overall,All Races,All Ages,All Grades
Florida,31.7,Female,All Races,All Ages,All Grades
Florida,48.9,Male,All Races,All Ages,All Grades
Florida,55,Overall,All Races,All Ages,All Grades
Florida,60.7,Female,All Races,All Ages,All Grades
Florida,14.4,Female,All Races,All Ages,All Grades
Florida,16.8,Overall,All Races,All Ages,All Grades
Florida,19.5,Male,All Races,All Ages,All Grades
Florida,24.9,Female,All Races,All Ages,All Grades
Florida,28.1,Overall,All Races,All Ages,All Grades
Florida,31.6,Male,All Races,All Ages,All Grades
Georgia,20.6,Overall,White,All Ages,All Grades
Georgia,8.7,Overall,All Races,65 Years and Older,All Grades
Georgia,33.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Georgia,30.1,Overall,All Races,Age 20 and Older,< 12th Grade
Georgia,30,Overall,All Races,Age 25 and Older,< 12th Grade
Georgia,23.3,Overall,All Races,25 to 44 Years,All Grades
Georgia,22.8,Overall,All Races,Age 20 and Older,12th Grade
Georgia,22.7,Overall,All Races,Age 25 and Older,12th Grade
Georgia,22.6,Male,All Races,All Ages,All Grades
Georgia,19.7,Overall,All Races,45 to 64 Years,All Grades
Georgia,18.8,Overall,All Races,All Ages,All Grades
Georgia,17.3,Overall,African American,All Ages,All Grades
Georgia,16.6,Overall,All Races,18 to 24 Years,All Grades
Georgia,16.6,Female,All Races,18 to 44 Years,All Grades
Georgia,15.4,Female,All Races,All Ages,All Grades
Georgia,14.2,Overall,All Races,Age 20 and Older,> 12th Grade
Georgia,14.1,Overall,All Races,Age 25 and Older,> 12th Grade
Georgia,13.3,Overall,Hispanic,All Ages,All Grades
Georgia,12.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Georgia,52.3,Overall,All Races,All Ages,All Grades
Georgia,52.1,Male,All Races,All Ages,All Grades
Georgia,52.6,Female,All Races,All Ages,All Grades
Georgia,53.9,Female,All Races,All Ages,All Grades
Georgia,52,Overall,All Races,All Ages,All Grades
Georgia,50.5,Male,All Races,All Ages,All Grades
Georgia,30.5,Male,All Races,All Ages,All Grades
Georgia,27.7,Overall,All Races,All Ages,All Grades
Georgia,23.8,Female,All Races,All Ages,All Grades
Georgia,76.2,Female,All Races,All Ages,All Grades
Georgia,72.3,Overall,All Races,All Ages,All Grades
Georgia,69.5,Male,All Races,All Ages,All Grades
Georgia,67.6,Female,All Races,All Ages,All Grades
Georgia,52.9,Male,All Races,All Ages,All Grades
Georgia,24.5,Male,All Races,All Ages,All Grades
Georgia,20.6,Overall,All Races,All Ages,All Grades
Georgia,17,Female,All Races,All Ages,All Grades
Georgia,22.6,Male,All Races,All Ages,All Grades
Georgia,18.8,Overall,All Races,All Ages,All Grades
Georgia,15.4,Female,All Races,All Ages,All Grades
Georgia,60.5,Overall,All Races,All Ages,All Grades
Guam,18.1,Overall,White,All Ages,All Grades
Guam,26.5,Overall,All Races,All Ages,All Grades
Guam,22.7,Female,All Races,All Ages,All Grades
Guam,30.4,Male,All Races,All Ages,All Grades
Guam,20,Overall,All Races,Age 25 and Older,> 12th Grade
Guam,29.2,Overall,All Races,Age 25 and Older,12th Grade
Guam,36.1,Overall,All Races,Age 25 and Older,< 12th Grade
Guam,20.1,Overall,All Races,Age 20 and Older,> 12th Grade
Guam,29.4,Overall,All Races,Age 20 and Older,12th Grade
Guam,37.7,Overall,All Races,Age 20 and Older,< 12th Grade
Guam,26.7,Female,All Races,18 to 44 Years,All Grades
Guam,14.1,Overall,All Races,65 Years and Older,All Grades
Guam,26.1,Overall,All Races,45 to 64 Years,All Grades
Guam,30.4,Overall,All Races,25 to 44 Years,All Grades
Guam,,Overall,American Indian/Alaska Native,All Ages,All Grades
Guam,25.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Guam,39.6,Overall,Hispanic,All Ages,All Grades
Guam,,Overall,African American,All Ages,All Grades
Guam,27,Overall,All Races,18 to 24 Years,All Grades
Guam,32.3,Female,All Races,All Ages,All Grades
Guam,42.4,Male,All Races,All Ages,All Grades
Guam,38.4,Overall,All Races,All Ages,All Grades
Guam,71.6,Female,All Races,All Ages,All Grades
Guam,66.5,Male,All Races,All Ages,All Grades
Guam,68.7,Overall,All Races,All Ages,All Grades
Guam,27.2,Female,All Races,All Ages,All Grades
Guam,26.6,Male,All Races,All Ages,All Grades
Guam,26.9,Overall,All Races,All Ages,All Grades
Guam,72.8,Female,All Races,All Ages,All Grades
Guam,73.4,Male,All Races,All Ages,All Grades
Guam,73.1,Overall,All Races,All Ages,All Grades
Guam,66.6,Female,All Races,All Ages,All Grades
Guam,47.3,Male,All Races,All Ages,All Grades
Guam,57,Overall,All Races,All Ages,All Grades
Guam,10.8,Female,All Races,All Ages,All Grades
Guam,22.3,Male,All Races,All Ages,All Grades
Guam,16.5,Overall,All Races,All Ages,All Grades
Guam,22.7,Female,All Races,All Ages,All Grades
Guam,30.4,Male,All Races,All Ages,All Grades
Guam,26.5,Overall,All Races,All Ages,All Grades
Hawaii,17.7,Overall,All Races,25 to 44 Years,All Grades
Hawaii,6,Overall,All Races,65 Years and Older,All Grades
Hawaii,22.9,Overall,All Races,Age 20 and Older,< 12th Grade
Hawaii,21,Overall,All Races,Age 25 and Older,< 12th Grade
Hawaii,18.1,Overall,All Races,Age 20 and Older,12th Grade
Hawaii,17.7,Overall,Hispanic,All Ages,All Grades
Hawaii,17.4,Overall,All Races,Age 25 and Older,12th Grade
Hawaii,15.7,Male,All Races,All Ages,All Grades
Hawaii,15.2,Overall,All Races,18 to 24 Years,All Grades
Hawaii,14.9,Female,All Races,18 to 44 Years,All Grades
Hawaii,13.3,Overall,All Races,All Ages,All Grades
Hawaii,12.7,Overall,All Races,45 to 64 Years,All Grades
Hawaii,11.9,Overall,White,All Ages,All Grades
Hawaii,11,Female,All Races,All Ages,All Grades
Hawaii,10.2,Overall,All Races,Age 20 and Older,> 12th Grade
Hawaii,10,Overall,Asian/Pacific Islander,All Ages,All Grades
Hawaii,10,Overall,All Races,Age 25 and Older,> 12th Grade
Hawaii,,Overall,American Indian/Alaska Native,All Ages,All Grades
Hawaii,,Overall,African American,All Ages,All Grades
Hawaii,67.9,Female,All Races,All Ages,All Grades
Hawaii,67.1,Overall,All Races,All Ages,All Grades
Hawaii,66.5,Male,All Races,All Ages,All Grades
Hawaii,53.4,Female,All Races,All Ages,All Grades
Hawaii,51.8,Overall,All Races,All Ages,All Grades
Hawaii,50.6,Male,All Races,All Ages,All Grades
Hawaii,34.7,Male,All Races,All Ages,All Grades
Hawaii,30.1,Female,All Races,All Ages,All Grades
Hawaii,69.9,Female,All Races,All Ages,All Grades
Hawaii,67.2,Overall,All Races,All Ages,All Grades
Hawaii,65.3,Male,All Races,All Ages,All Grades
Hawaii,32.8,Overall,All Races,All Ages,All Grades
Hawaii,65.6,Female,All Races,All Ages,All Grades
Hawaii,59.4,Overall,All Races,All Ages,All Grades
Hawaii,53.1,Male,All Races,All Ages,All Grades
Hawaii,31.2,Male,All Races,All Ages,All Grades
Hawaii,27.3,Overall,All Races,All Ages,All Grades
Hawaii,23.3,Female,All Races,All Ages,All Grades
Hawaii,15.7,Male,All Races,All Ages,All Grades
Hawaii,13.3,Overall,All Races,All Ages,All Grades
Hawaii,11,Female,All Races,All Ages,All Grades
Idaho,,Overall,African American,All Ages,All Grades
Idaho,,Overall,Asian/Pacific Islander,All Ages,All Grades
Idaho,10.4,Overall,All Races,Age 20 and Older,> 12th Grade
Idaho,10.6,Overall,All Races,Age 25 and Older,> 12th Grade
Idaho,17.2,Overall,All Races,All Ages,All Grades
Idaho,17.2,Female,All Races,18 to 44 Years,All Grades
